question,sentence,label
有任何骨骼骨折吗？,发现：心脏大小正常，且无肺部血流堵塞。,not_entailment
左侧胸壁上有没有任何异常？,在前胸壁中可以看到细线电极，并通向位于Th1和Th2水平的左侧椎旁空间的电极终止点。,not_entailment
GI里有出血吗？,印象：胃肠道出血研究结果为阴性。,not_entailment
ETT是否放置正确？,心脏纵隔剪影无特殊。,not_entailment
是否存在体液积聚？,胆囊窝内存在瘢痕组织和少量液体，但未发现有组织性集合体。,not_entailment
气管插管的位置如何？,2）鼻胃管尖端推进，至少在十二指肠内。,not_entailment
有没有经过胸腔穿刺术后的创伤性气胸的证据？,存在心脏肥大。,not_entailment
有没有出现渗出液的证据？,最小程度的右侧胸膜积液。,not_entailment
我们可以排除任何肺部浸润吗？,考虑到有限的低肺容积技术，没有出现液体积聚或炎症渗透。,entailment
有PE的证据吗？,左侧顶部有一个小水泡。,not_entailment
我们在胸部X光上看到任何新的渗透物吗？,未见到新的或进展性的不透明区域。,entailment
超声波检查显示胆囊周围有无积液？,评估液体收集情况。,not_entailment
这个气管插管通畅吗？,ET管尖位于右主支气管口。,not_entailment
GI中是否有出血的证据？,腹主动脉及其支流存在广泛钙化。,not_entailment
颅内组织是否因出血而受损？,[**医生姓氏181**]的/白质分化得以保留。,not_entailment
有肺炎的证据吗？,无法识别出肺部、血管充血或新的实质浸润。,entailment
OGT是否正确放置？,NG管在胃底部呈环绕状，远侧尖端朝向头侧。,entailment
内插管的位置是什么？,心脏剪影处于正常上限。,not_entailment
胸部X光片上有没有发现任何间隔变化？,气管插管、左侧中心静脉导管和鼻胃管的位置与前一天未有变化。,entailment
我们在左右上肢的静脉中看到任何血栓吗？,左侧头静脉在肘窝区部分血栓形成。,entailment
EP研究后，腹膜后是否看起来正常？,没有腹膜后出血的证据。,entailment
左侧胸部的迷走神经刺激器是否完好？,心脏没有明显增大，也没有CHF（充血性心力衰竭）的证据。,not_entailment
肺部血管中有任何血栓吗？,远端气管中存在依赖性物质，可能是黏液。,not_entailment
铅是否放置正确？,未发现气胸。,not_entailment
左侧胸部的迷走神经刺激器是否完好？,肺血管结构正常，侧向和后向胸膜窦也无异常。,not_entailment
我们在远侧指骨中看到任何骨折吗？,发现：第四个中指骨骼出现了愈合中的骨折。,entailment
在肺部有看到任何渗透物吗？,持续的间质和肺泡浸润，与PCP（肺孢子虫肺炎）相符。,entailment
你在肺部里发现了渗透物吗？,存在一个正在改善的双侧牙槽过程。,entailment
这条线放置正确吗?,正面胸部AP：右侧内颈中心导管已被间歇移除，左侧内颈导管已被安放，其终止在中央上腔静脉的中部。,entailment
有鼻中隔血肿的迹象吗？,检测到右蝶窦内有少量出血层积。,not_entailment
任何叶片看起来都有炎症的肺泡或间质空间吗？,与前一项研究相比，紧邻肺门肿块的肺泡不透明区已经消退。,entailment
胸腔内有出血的证据吗？,在右下肺叶的亚段分支区域，有充盈缺损的迹象，其意义不确定。,not_entailment
肺血管里有没有血栓？,左肺尖部有一个小气泡。,not_entailment
上肢的静脉情况如何？,左侧头静脉显示出在左前肘窝区域存在充填缺陷，这与部分性血栓形成相一致。,not_entailment
ETT的位置是什么？,新的ET（气管插管）管尖的位置满意，位于隆突上方2厘米处。,entailment
PICC线放置程序是否容易？,然后对导管进行了吸引、冲洗、封闭，并进行了肝部锁定。,not_entailment
静脉映射完成了吗？,考试受到了左侧基里克静脉和右侧头浅静脉中静脉插管的明显限制。,not_entailment
GI道中有任何活跃的出血点吗？,在任何时候都没有急性胃肠道出血的任何证据。,entailment
Dobhoff管是否正确放置了？,馈食管的尖端被确认在远端食管里。,entailment
左侧胸部的迷走神经刺激器是否完好无损？,胸腔的骨骼结构无异常。,not_entailment
我们在门静脉中看到任何血栓吗？,在这个限制内，门静脉被注意到是通畅的；然而，波形没有很好地被评估。,entailment
有任何骨折的迹象吗？,印象：没有胸部创伤的证据。,entailment
在胃肠道有出血的证据吗？,附加说明中提到脾旁有一个脾小体。,not_entailment
有腹膜后出血的迹象吗？,盆骨CT无对比剂：没有后腹膜血肿的证据。,not_entailment
出血的大小是多少？,在实质性出血的上方边缘，存在一个形状圆润、成分混杂的焦点，可能代表着一个转移性病变。,not_entailment
在拔管后，肺部有没有任何间隔变化？,最终报告 指标：PCP术后拔管，评估间隔变化。,not_entailment
心脏的大小有任何变化吗？,发现：心脏稳定扩大。,entailment
胆囊穿刺术管是否完好无损？,掉落的胆结石被看见在右腹部上方。,not_entailment
有出血的迹象吗？,印象：没有急性颅内损伤的证据。,entailment
铅是否正确放置？,发现：双导联起搏器的位置未发生改变。,not_entailment
超声波显示胆囊周围有任何液体积聚吗？,胆囊窝内有瘢痕组织和少量液体，但未发现有组织化的集合。,entailment
有心肺过程的迹象吗？,存在中度的左侧胸腔积液，遮挡了左侧下肺叶，尽管有一个关于下肺叶实变区域甚至肺块的建议。,entailment
你在肺部发现了渗透吗？,影像报告：双侧肺泡过程有所改善，可能是由于提供的肺囊虫肺炎病史。,entailment
是否有剩余使用寿命不透明的迹象？,鉴于提供的临床病史，此情况建议可能是吸入性疾病；建议进行后续跟踪。,not_entailment
胸部有阻塞吗？,患者已完成冠状动脉旁路移植手术。,not_entailment
有肺气胸的证据吗？,再次注意到上区的血管重新分布，以及中心血管图像的模糊。,not_entailment
EP研究后，腹膜后区是否看起来正常？,肝脏的外观正常，没有局部病变。,not_entailment
胸部X光上的心脏情况如何？,存在心脏肥大，但与之前的研究相比，大小没有显著变化。,entailment
有心脏肥大吗？,肺血管正常。,not_entailment
PICC线是否放置在左臂？,该线路已经可以使用。,not_entailment
头部CT显示出任何出血吗？,发现：未发现急性颅内出血、正常中线结构偏移、脑积水，或主要或次要的血管领域梗塞。,entailment
头部CT显示出任何出血吗？,没有急性颅内出血。,entailment
间隔变化在肺回虫肺炎中存在吗?,最终报告  指示: 非典型性肺炎，氧合情况差。,not_entailment
大脑里有任何病理学变化吗？,在幕上和幕下腔内可以看到额外的增强环状病变。,not_entailment
线是正确放置的吗？,病人已接受了右侧中心静脉通路插管。,not_entailment
左上肢深部静脉中是否有任何血栓？,左上肢超声检查：进行了[**医生姓氏**]尺度和多普勒声子[**姓名（NI）76**]对左侧颈内静脉、锁骨下静脉、腋静脉、基础静脉、头静脉和肱静脉的检查。,not_entailment
胆汁通过胆道树的流动情况如何？,没有证据显示存在肝内或肝外胆管扩张，共同胆管的尺寸为6毫米。,entailment
气管插管的位置是什么？,气管插管的气囊稍微充气过度。,not_entailment
下肢的静脉状况如何？,对上肢静脉的灰度超声显示，右侧头静脉在肘窝水平出现充盈缺损，与血栓一致。,not_entailment
有没有扩大的结肠的证据？,指示：结肠缺血。,not_entailment
你找到了气胸的证据吗？,印象：没有肺气胸的证据。,entailment
有任何间质浸润吗？,肺部其他部分清晰。,entailment
有充血性心力衰竭的证据吗？,患者是冠状动脉旁路移植术后的状况，且存在左心室突出。,entailment
有没有任何腹腔阻塞的迹象？,没有阑尾炎或自由腹腔空气的证据。,not_entailment
有肺炎的证据吗？,肝脏存在轻度脂肪渗透。,not_entailment
有没有发现任何牙菌斑的证据？,右侧的ICA到CCA的比例是1.0，左侧是1.7。,entailment
有任何肺部浸润吗？,注意到了冠状动脉钙化。,not_entailment
CT扫描上的鼻窦情况如何？,因外伤导致鼻腔和右侧上颌窦内出现出血性产物。,entailment
ET管的位置是否符合预期？,心脏纵隔剪影无异常。,not_entailment
经过胸腔穿刺术后，胸腔积液有没有减少？,他们似乎与之前的研究相比有所增加。,entailment
有胆汁淤积的迹象吗？,印象：右上象限超声波检查正常，未见任何结构异常。,entailment
我们在冠状动脉中看到任何阻塞吗？,印象： 正常研究。,entailment
有肺气胸的证据吗？,没有气胸。,entailment
有心力衰竭的证据吗？,左心室突出，但无心力衰竭的证据。,entailment
是否有胸腔积液的证据？,存在双侧胸腔小量积液。,entailment
还有其他的渗透者吗？,自上次检查以来，整体外观没有发生变化。,entailment
X光片上显示出左侧远端指骨是否有骨折？,印象：左侧远侧第四中指骨无位移关节内线状骨折。,entailment
有没有充血性心力衰竭的证据？,2) 发现符合肺水肿的症状。,entailment
有没有心脏扩大？,心脏是正常的顶级大小。,entailment
左侧胸部的迷走神经刺激器是否完整？,在前一次[**12-15**]的检查中，在右下部疑似存在的密度在今天的检查中已经消失。,not_entailment
有中隔血肿的迹象吗？,可能的右侧纸板骨折，没有明显的额外锥外血肿。,not_entailment
扫描是在立着的状态下完成的吗？,请注意，这部影片中并未包含骨盆部分。,not_entailment
胆管里有任何感染或出血吗？,在左侧基部可见轻度肺不张的变化，但没有急性肺炎、血管充血或胸腔积液的迹象。,not_entailment
有肝癌的证据吗？,在胆囊窝中发现一个包含好几颗石头的复杂结构。,not_entailment
有心脏肥大吗？,心脏和纵隔轮廓看起来正常。,entailment
PICC线放置程序容易吗？,这条线路已经可以使用了。,not_entailment
线路放置正确了吗？,印象：左侧内颈静脉导管在中央上腔静脉部位结束。,entailment
有没有出现任何新的呼吸功能异常？,双侧间质性标记持续增加，两侧下区都有线状和盘状的肺不张。,not_entailment
胸痛是否与迷走神经刺激器有关？,心脏大小在正常范围内。,not_entailment
有没有肺炎的任何证据？,后者在肺的中心部分最为明显。,not_entailment
PICC线是否放置在左臂中？,印象：成功通过左侧肱静脉放置了一根42厘米长的PICC，末端位于下腔静脉。,entailment
ETT管是否放置在正确的位置？,右侧内颈静脉中心导管仍然保持在上腔静脉中部的良好位置。,not_entailment
有新浸润的证据吗？,没有胸腔积液或气胸。,not_entailment
PICC是否被放置在左臂？,最后的限定胸部X线照片确认导管尖端的位置位于远端的上腔静脉。,not_entailment
从上一次的X光片来看，肺部的图片有何变化？,变化在左侧比右侧稍微更明显。,not_entailment
肺部有任何炎症的迹象吗？,发现：已经获取了病人坐姿下的胸部正位单视图。,not_entailment
胆囊区域是否存在任何瘘管？,一个掉落的胆结石被看见在右腹部覆盖着。,not_entailment
肾脏看起来是什么样的？,左肾测量为9.5厘米。,not_entailment
有没有腹腔内脓肿的迹象？,没有阑尾炎或自由腹腔空气的证据。,not_entailment
GI中是否有出血的证据？,在右下肺段的子段分支区域，有一个充填缺陷的建议，其意义尚不确定。,not_entailment
肺泡中除了空气还充满了其他东西吗？,胸部正位和侧位观察：肺容积较低，但无明显实变、胸腔积液或气胸。,entailment
鼻胃管的尖端在哪里？,记录了位于左肺门上方的圆形不透明度，这可能代表吸入性肺炎；但是，不能完全排除左肺门肿瘤的可能性。,not_entailment
肺实质是否清晰？,心脏纵隔剪影无改变。,not_entailment
天鹅管在哪个位置？,病人已进行过冠状动脉旁路移植手术。,not_entailment
头部内部有出血吗？,没有急性颅内出血或者质量效应。,entailment
在肠系动脉中有任何焦点性或弥漫性的动脉粥样硬化斑块吗？,发现：肝脏的大小和回声强度正常，没有局部病变。,not_entailment
静脉映射完成了吗？,专利左大隐静脉和小隐静脉。,entailment
PICC是否放置在左臂？,该区域已按通常的无菌方式进行了预处理和覆盖。,not_entailment
肺部有任何弥漫性不透明度吗？,无法确定存在肺部、血管充血或新的实质浸润。,entailment
肺囊肿性肺炎有任何间隔改变吗？,心脏纵隔剪影无变化。,not_entailment
ETT管是否正确放置了？,ET管在颈部弯曲位置的气管隆起处结束，距离大约2厘米。,entailment
气管插管通畅吗？,没有气胸。,not_entailment
NGT是否放置正确？,发现: 病人已经接受了中线胸骨切开术。,not_entailment
胸痛是否与迷走神经刺激器有关？,印象：存在迷走神经刺激器，左侧旧的痊愈肋骨骨折，但在胸壁疼痛的患者中没有其他的胸壁异常。,not_entailment
在肠系动脉中是否有任何集中或弥漫性的动脉粥样硬化斑块？,主动脉的直径正常。,not_entailment
有新的浸润物的证据吗？,印象：右肺上部存在可疑的圆形不透明度。,entailment
插管拔除后，肺部情况如何？,骨质结构未发生改变。,not_entailment
GI出血有没有任何恶化？,最终报告 指示：上消化道出血，为保护气道进行插管。,not_entailment
肾脏的灌注情况如何？,印象：1）无肾积水迹象。,entailment
肺部有任何液体吗？,心脏和纵隔轮廓在此期间未发生变化。,not_entailment
右侧的IJ线是否正确放置？,观察到口胃管的位置非常正确，其尖端位于胃的中部。,not_entailment
右侧的IJ线是否正确放置？,已插入新的右内颈中心线，其尖端在中央上腔静脉的中部位置良好。,entailment
喘息和啰音是否加重了？,"最终报告：单片胸部X光片
病史：糖尿病患者，安装心脏起搏器，胃肠出血，呼吸时发出喘息和啪啪声。",not_entailment
迷走神经刺激器电缆的位置在哪里？,颈椎，两视图：存在一个电子引线设备，具有四个独立的金属电极，位于T1和T2椎体的左侧横突上，从侧视图上看，这些电极显示在C7和T1前方的软组织上。,entailment
心脏的大小有没有发生任何变化？,Swan-Ganz导管已经被撤出，其尖端现在位于右肺动脉远侧。,not_entailment
在拔管后肺部有任何间隔变化吗？,印象：双侧肺部不透明度由PCP(卡氏肺炎)得到改善。,entailment
我们是否看到右左上肢的静脉中有任何血栓？,右侧肱静脉远端在肘窝部位未能观察到。,not_entailment
脊柱上有任何骨质缺损吗？,印象：未检测到急性骨折或创伤性错位。,entailment
胆囊区域有任何瘘管吗？,注射50毫升Optiray后，没有证据显示胆囊与空腔脏器之间有漏浆或瘘管。,entailment
右侧大隐静脉的情况如何？,右大隐静脉最近的2.6厘米部分是通畅的，并显示出0.31和0.22的直径。,not_entailment
PICC线放置程序容易吗?,这条线路已经可以使用了。,not_entailment
胸痛的位置在哪里？,心脏大小在正常范围内。,not_entailment
气管插管的末端是否在隔脊上方？,印象：位置偏低的气管插管，应重新调整以达到最佳位置。,entailment
什么是高密度浸润性病变的叶？,右肺尖部显示出一种不明确的不透明度，投影在第二肋骨前端的水平位置，可能表示阴影的累积或新的不透明度，因为在之前的放射照片上没有发现这个现象。,entailment
肺间质空间看起来正常吗？,印象：无急性心肺异常。,entailment
PICC是被放置在左手臂吗？,由于未能识别出适当的浅表静脉，因此对左上肢进行了超声检查，结果显示左肱静脉通畅且可压缩。,entailment
PICC是否被放置在左臂中？,然后，在荧光显像指导下，将0.018导丝线通过针头推进到上腔静脉中。,not_entailment
静脉映射完成了吗？,右侧头静脉的其余部分通畅，并显示出0.41、0.2、0.27、0.21和0.2的直径。,not_entailment
有肺气胸的证据吗？,呼吸急促。,not_entailment
腹部有任何异常充液的肿块吗？,骨盆内有少量自由液体。,not_entailment
胆道树是否出现了扩张的管道？,没有证据显示存在肝内或肝外胆管扩张，共同胆管的大小测量为6毫米。,entailment
胸腔里有出血的迹象吗？,骨窗：右肩胛骨存在骨下软骨囊肿。,not_entailment
下肢的静脉情况如何？,小隐静脉的直径为0.15、0.16、0.16、0.16、0.12。,not_entailment
有呼吸困难的迹象吗？,最终报告 指示：呼吸困难。,not_entailment
胆囊区域内是否有任何瘘管？,经皮胆囊造瘘管的末端位于胆囊底部。,not_entailment
有没有任何腹腔阻塞的迹象？,盆腔内有少量的游离液体。,not_entailment
有没有腹腔内阻塞的迹象？,没有脓肿的证据。,not_entailment
肺部内有渗透物的证据吗？,胸部的正位和侧位视图：肺容量偏低，但清晰无渗出、胸腔积液或气胸。,entailment
是否有阻碍流向肾脏的血流？,对肾实质和肾门的有限评估。,not_entailment
胸部X光检查上有没有任何东西可以解释呼吸短促的原因？,指示：有呼吸短促的病史。,not_entailment
是否因气胸导致了纵隔移位？,也可能存在小的右侧胸腔积液。,not_entailment
肺部的间质空间中是否有任何液体？,胸主动脉有钙化现象。,not_entailment
心脏的大小如何？,病人的状态是术后冠状动脉旁路移植。,not_entailment
DOE的进展是什么？,发现：胸部的两个视图。,not_entailment
肺实质清晰吗？,印象: 双侧弥漫性肺泡不透明，符合肺囊肿病肺炎的表现。,entailment
肺实质看起来是什么样的？,结论： 1）无肺栓塞的证据。,entailment
PICC线放置程序容易吗？,然后用Statlock设备固定了线路，并应用了无菌透明敷料。,not_entailment
有积液的证据吗？,考虑到采用有限的低肺容量技术，没有出现积液或浸润的情况。,entailment
气管插管的末端是否在隔膜上方？,NG管终止于胃底部。,not_entailment
胸痛与迷走神经刺激器有关吗？,患者有左侧胸部疼痛。,not_entailment
GI中有出血吗？,没有急性出血的证据。,entailment
有狭窄病症的证据吗？,没有光谱扩宽。,not_entailment
中心线是否正确放置？,发现： 可见右侧颈内静脉导管，其尖端位于腔静脉房室交界处附近。,entailment
GI中有出血的证据吗？,没有心包积液的证据，另外也没有胸或腹主动脉的证据。,not_entailment
有没有出现胸腔积液的迹象？,最终报告 胸部正侧位[**6-19**] 病史：胸腔积液。,not_entailment
ETT管是否被放置在正确的位置？,气管插管的袖带稍微充气过度。,not_entailment
胸痛与迷走神经刺激器有关吗？,指示： 历史上曾植入迷走神经刺激器。,not_entailment
有没有任何质量/组织对神经组织产生压力效应？,发现：没有颅内出血。,not_entailment
ETT管是否放置在正确的位置？,气管插管的气囊略微超出气管的直径扩张。,not_entailment
胸腔内有出血的证据吗？,发现：经静脉造影的胸部CT: 胸主动脉和腹主动脉的显影效果良好。,not_entailment
你找到了渗透的迹象吗？,记录了右下叶区域不透明度不均的现象，这可能代表早期的肺炎。,entailment
有没有证据显示肺部有任何新的浸润灶？,存在双侧的扩散性不透明度，与之前的研究相比有所改善。,entailment
有骨折的证据吗？,没有发现额外的骨折或脱位。,not_entailment
肾脏的灌注情况如何？,没有肾积水的证据。,entailment
右侧大隐静脉的状况如何？,中度双侧主动脉髂动脉供血不足，可能伴有右侧出流道疾病和左侧严重出流道疾病。,not_entailment
有狭窄病的证据吗？,没有胆管扩张。,not_entailment
颈椎的对齐是什么？,技术：未使用对比剂，通过MDCT进行轴向采集，获取了颈椎的影像。,not_entailment
你评估过反复喉神经的病程了吗？,评估复发性喉神经的走向。,not_entailment
有肺炎的证据吗？,胸部CT配合静脉对比剂：没有肺栓塞的证据。,not_entailment
胸部X光上的导线位置在哪里？,心脏的大小在正常范围的上限，肺血管的范围也在正常限度内。,not_entailment
任何叶片看起来有炎症的肺泡或间质空间吗?,印象： 左侧肺门肺泡过程中有明显改善，但残留的边界清晰的肿块状不透明度引起了对肿瘤的担忧。,entailment
病人的头部有局部出血吗？,发现：与前几天的研究相比，右侧顶叶脑实质内出血及周围水肿的情况稳定。,entailment
我们在肺部看到任何过度的水肿吗？,肺血管的显示在正常限度内，没有水肿的证据。,entailment
肺囊肿肺炎中是否存在间隔变化？,印象：双侧弥漫性肺泡浑浊，与肺囊肺炎相符。,not_entailment
ETT是否正确放置？,AP卧位胸部X线：注意到一根气管插管，其尖端位于右主支气管的开口处。,entailment
还有渗透者存在吗？,跟踪浸润的情况。,not_entailment
胸部X光片上有任何间质渗透吗？,存在小的双侧积液，变化不大。,not_entailment
肺部是否出现了任何间质浸润？,注意右下肺叶有斑驳不透明，可能代表早期肺炎。,entailment
在肠系膜上动脉中有任何阻塞吗？,齐鲁动脉和肠系膜上动脉广泛通畅，多普勒检查显示正常的频谱流动和在正常范围内的速度。,entailment
胆道树看起来是否有扩张的导管？,发现：肝脏的外观正常。,not_entailment
是否有RUL不透明的迹象？,给出的临床病史暗示有吸入风险。,not_entailment
肺部有任何感染的迹象吗？,比较：[**0-0-0**]和[**0-0-0**] 两个视角的胸部：肺容量低，与之前观察到的相似。,not_entailment
肾脏的血流是否受到阻碍？,由于体型和病人不易移动，肾实质和主肾动脉的评估受到了限制。,not_entailment
胸腔内是否有出血的证据？,主要涉及肺底的肺不张，以及右中肺叶的瘢痕。,not_entailment
我们在右和左上肢的静脉中看到任何血栓吗？,右侧基础静脉的直径分别为0.35、0.34、0.31、0.24。,not_entailment
是否存在血肿增大？,没有骨骼异常。,not_entailment
有肝癌的证据吗？,在对肾脏的有限观察中，没有看到肾积水。,not_entailment
CT扫描上的鼻窦怎么样？,"最终报告
研究：无对比剂的CT扫描鼻窦。",not_entailment
胸部X光上有没有记录到任何间隔变化？,2) 双侧扩散性磨玻璃样和肺泡浑浊，与肺囊肿肺炎相符，并且无变化。,entailment
在胃肠道有出血的证据吗？,发现：带有静脉对比剂的胸部CT：胸部和腹部主动脉的显影良好。,not_entailment
胸腔内有出血的证据吗？,没有心包积液的证据，此外也没有胸部或腹部主动脉的证据。,not_entailment
肺间质空间看起来正常吗？,心脏纵隔剪影是正常的。,not_entailment
左上肢的深静脉中有没有血栓？,印象：左上肢深静脉血栓形成无证据。,entailment
我们是否在肺间质空间中看到任何液体、血液或脓液？,印象：无急性心肺异常。,entailment
我们在右手和左手的静脉中看到任何血栓吗？,报告中描述了对右侧头静脉和左侧基底静脉的评估，日期为[**2155-6-9**]。,not_entailment
肺部有任何渗透物/肿块吗？,虽然存在肺部容量偏小，但没有急性肺炎的证据。,entailment
颅内组织是否出现出血损害？,发现：没有颅内出血。,entailment
有PE（肺栓塞）的证据吗？,这里显示出了双侧间隔增厚的弥漫性改变，以及部分地面玻璃状不透明区和被动性肺不张，主要集中在基底部位。,not_entailment
胸腔看起来如何？,无胸腔积液。,entailment
肺部的间质空间中是否有任何液体？,轻度充血性心脏衰竭。,entailment
有任何肺部浸润吗？,印象: 1) 弥漫性斑片状磨砂玻璃浑浊和许多光滑增厚的隔膜线。,entailment
NGT放置正确吗？,注意到轻度的充血性心力衰竭。,not_entailment
气管插管的尖端应该放在哪里？,ET管在颈部弯曲位置以距离气管分叉2厘米处结束。,entailment
EP研究后，后腹膜是否看起来正常？,膀胱和前列腺表现正常。,not_entailment
我们在右侧和左侧上肢的静脉中看到任何血栓吗？,发现：已进行[**医生姓**]级别的超声波和彩色双工对双侧头静脉和肱静脉的检查。,not_entailment
中央线的当前位置是什么？,最终报告 指示：评估中心线放置情况。,not_entailment
肺部浸润看起来是什么样的？,显示在右侧顶部的一个模糊的不透明度，投影在第二肋骨前端的水平上，可能代表阴影的叠加或新的不透明度，因为在以前的放射线照片上没有发现这个。,entailment
铅是否放置正确？,一个永久性起搏器已安装，其导线终止于右心室和右心房。,entailment
有没有后腹膜出血的迹象？,印象：1）无后腹膜血肿的证据。,entailment
出血是否已稳定？,询问出血的稳定性。,not_entailment
胸腔积液是减少了还是增加了？,双侧胸腔积液似乎略有增多。,entailment
右侧大隐静脉的情况如何？,右侧踝臂指数为0.98。,not_entailment
左侧胸部的迷走神经刺激器是否完好？,显然，这代表迷走神经刺激器。,not_entailment
颈动脉血管是否堵塞？,在任何一侧都没有明显狭窄的证据。,entailment
插管拔除后，肺部情况如何？,印象：双肺不透明度因PCP得到改善。,entailment
现在额部血肿的大小是多少？,印象：右前额脑实质内出血的稳定表现。,not_entailment
液体集合存在吗？,评估液体积聚。,not_entailment
是否存在阻碍肾脏血液流动的情况？,评估肾脏的大小和血流情况以及是否存在肾积水。,not_entailment
心肌有显示出任何异常吗？,心脏和纵隔轮廓看起来正常。,entailment
我们能看到任何肺水肿吗？,肺血管正常。,not_entailment
GI出血有没有任何恶化？,间隔内没有显著变化。,not_entailment
PICC线是否放置在左臂上？,导管随后被吸取、冲洗、封闭并加上肝锁。,not_entailment
插管后肺部的情况如何？,双侧肺不透明度有间歇性的改善，最明显的在右肺底部。,entailment
内插管的位置是什么？,最终报告 指示：一位60岁的男性带有气管插管。,not_entailment
左侧胸壁有任何异常吗？,与之前一样， [**医生姓氏**]左侧第5和6根肋骨的已愈合骨折的证据似乎没有改变。,entailment
还有渗透者存在吗？,在之前的影像中观察到的密实化有所改善，当前的影像显示出间质样的模式。,entailment
EP研究后，腹膜后是否看起来正常？,肾脏看起来正常。,not_entailment
病人能正常地吞咽内容物吗?,印象：痕迹吸入，具有稀薄的一致性。,entailment
骨头里有任何缺陷吗？,轨道区域的外观正常。,not_entailment
患者是否仍然有双侧肺浸润？,双侧磨玻璃样混浊，以及在肺底部有更密集的实变区域。,entailment
你找到了CHF的证据吗？,存在轻度的心脏扩大，同时上肺区域的肺血管有些突出。,entailment
NGT是否放置正确？,已经记录了脊柱侧凸。,not_entailment
你发现有渗透的迹象吗？,印象： 右下肺叶出现斑片状不透明，可能代表早期的肺炎。,entailment
腹部内是否有任何异常的充液肿块？,没有脓肿的证据。,not_entailment
肺部内有任何渗透的迹象吗?,持续的间质和肺泡浸润，与PCP（肺孢子虫肺炎）一致。,entailment
腹部是否有任何异常充液的肿块？,2）没有腹腔内脓肿的证据。,entailment
左侧胸部的迷走神经刺激器是否完好无损？,在前胸壁中可以看到细线电极，并导致在左侧脊旁空间的电极终止点，位于Th1和Th2级别。,not_entailment
有没有任何阻塞在肠系膜上动脉中？,没有胆管扩张。,not_entailment
胸部有阻塞吗？,发现：双导起搏器的位置未发生变化。,not_entailment
腹部是否有任何异常充液肿块？,存在广泛的皮下水肿。,not_entailment
有冠状动脉疾病的迹象吗？,压力和静息灌注图像显示无心肌灌注缺陷。,entailment
肺部的间质空间中是否有任何液体？,存在心脏肥大，但与之前的研究相比，大小没有显著变化。,not_entailment
肺实质看起来是什么样的？,含静脉对比剂的胸部CT: 没有肺栓塞的证据。,entailment
GSV的状况如何？,收割了大隐静脉的其余部分。,not_entailment
下肢的静脉情况如何？,翻译:最终报告 历史：下肢静脉映像。,not_entailment
有急性过程的证据吗？,对比：[**0-0-0**]与[**0-0-0**] 胸部的两个视图：肺部容积较低，与之前观察到的相似。,entailment
有没有新的肺部浸润灶？,没有气胸。,not_entailment
肾脏的血流有阻塞吗？,肾脏超声：右肾测量为10.3厘米。,not_entailment
X射线上是否仍然显示弥漫性肺门网状间质不透明？,改善了散在的肺不透明度，与PCP对间隔疗法的反应一致。,entailment
有肺炎恶化的情况吗？,存在广泛的双侧空气侵入，左侧稍微明显一些。,not_entailment
有没有任何蛛网膜下或硬膜下出血的迹象？,没有急性颅内出血或质量效应。,entailment
有肺气胸的迹象吗？,没有气胸。,entailment
胸部的X光片上有没有显示任何积液？,考虑到限制性低肺容积的技术，没有渗出或浸润现象。,entailment
有肺水肿的证据吗？,发现：已对肺动脉导管进行了间期移除。,not_entailment
在肠系膜上动脉中有任何阻塞吗？,存在一小部分右侧胸腔积液。,not_entailment
胸口导管线的肋骨级别是什么？,印象：左侧内颈静脉导管终止于中央上腔静脉。,entailment
右侧PICC（经皮中心静脉导管）的远侧尖端位置是什么？,发现：在初步报告中描述了留置设备的位置。,not_entailment
左侧锁骨下中心线的位置是什么？,现在进行左锁骨下中心导管置入。,not_entailment
胆汁通过胆道树的流动情况如何？,胆囊已经塌陷，但从总体上看是正常的。,not_entailment
肺囊肿肺炎有任何间隔变化吗？,考试内容与前一天保持不变。,entailment
左侧胸部的迷走神经刺激器是否完好无损？,在侧视图上，可以识别出主动脉瓣区域内的钙化。,not_entailment
我们是否发现任何单侧或双侧胸腔积液？,印象：中度左侧胸腔积液未变。,entailment
右侧大隐静脉的情况如何？,有疑问的是，右大隐静脉的远侧部分小而畅通无阻。,not_entailment
胸腔积液是减少了还是增多了？,增加的双侧胸腔积液。,entailment
有狭窄性疾病的证据吗？,印象：腹腔和SMA通畅，超声无狭窄迹象。,entailment
PICC线是否放置在左臂？,然后，PICC被沿着导线通过鞘管推进。,not_entailment
起搏器的位置在哪里？,没有肺气胸。,not_entailment
胃鼻管的尖端在哪里？,如上所述的鼻胃管。,not_entailment
右侧大隐静脉的情况如何？,仅能看到右侧大隐静脉起始处的一小部分。,entailment
有肺炎的迹象吗？,印象：左肺门周围的肺泡过程有显著改善，但残留有边缘清晰的像肿块般的不透明度，这令人担忧可能存在肿瘤。,entailment
肺的哪些叶有浸润性改变？,起搏器导线的位置没有间隔变化。,not_entailment
有没有扩大的结肠的证据？,存在充满气体的小肠和大肠循环，但没有扩张的肠道循环。,entailment
GI道中是否有任何活动性出血部位？,没有急性出血的证据。,entailment
冒号是如何出现的？,指示：结肠缺血。,not_entailment
胸腔内是否还有残余的液体？,这项研究未包含左侧肋膈角。,not_entailment
间质性磨玻璃浓度是否发展为实质性肺炎？,改善的弥漫性肺混浊，与PCP对间隔疗法的反应一致。,entailment
Dobhoff管道放置得恰当吗？,喂食管的尖端被确定在远端的食管中。,entailment
